,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
173,2.0,0.05,False,False,std_dev_thresh,0.08823529411764706,0.08359133126934984,0.06191950464396285,0.08359133126934984,0.3407172995780591
174,2.0,0.05,False,True,ac1,0.1036842105263158,0.09631578947368422,0.09368421052631579,0.0,1.0
175,2.0,0.05,False,True,ac1_thresh,0.1036842105263158,0.09631578947368422,0.09368421052631579,0.0,1.0
176,2.0,0.05,False,True,iqr,0.09631578947368422,0.09263157894736843,0.08473684210526315,0.0,1.0
177,2.0,0.05,False,True,iqr_thresh,0.09631578947368422,0.09263157894736843,0.08473684210526315,0.0,1.0
178,2.0,0.05,False,True,std_dev,0.09842105263157895,0.10052631578947369,0.08736842105263158,0.0,1.0
179,2.0,0.05,False,True,std_dev_thresh,0.09842105263157895,0.10052631578947369,0.08736842105263158,0.0,1.0
180,2.0,0.05,True,False,ac1,0.09649122807017543,0.14619883040935672,0.029239766081871343,0.14619883040935672,0.18
181,2.0,0.05,True,False,ac1_thresh,0.09941520467836257,0.14035087719298245,0.029239766081871343,0.14035087719298245,0.18
182,2.0,0.05,True,False,iqr,0.08187134502923976,0.07894736842105263,0.03216374269005848,0.07894736842105263,0.18
183,2.0,0.05,True,False,iqr_thresh,0.0847953216374269,0.0847953216374269,0.029239766081871343,0.0847953216374269,0.18
184,2.0,0.05,True,False,std_dev,0.0847953216374269,0.07602339181286549,0.043859649122807015,0.07602339181286549,0.18
185,2.0,0.05,True,False,std_dev_thresh,0.0847953216374269,0.07894736842105263,0.043859649122807015,0.07894736842105263,0.18
186,2.0,0.05,True,True,ac1,0.11052631578947368,0.09368421052631579,0.0968421052631579,0.0005263157894736842,1.0
187,2.0,0.05,True,True,ac1_thresh,0.11052631578947368,0.09368421052631579,0.0968421052631579,0.0005263157894736842,1.0
188,2.0,0.05,True,True,iqr,0.15526315789473685,0.14578947368421052,0.11947368421052632,0.0,1.0
189,2.0,0.05,True,True,iqr_thresh,0.15526315789473685,0.14578947368421052,0.11947368421052632,0.0,1.0
190,2.0,0.05,True,True,std_dev,0.1631578947368421,0.1394736842105263,0.13473684210526315,0.0,1.0
191,2.0,0.05,True,True,std_dev_thresh,0.1631578947368421,0.1394736842105263,0.13473684210526315,0.0,1.0
192,2.0,0.1,False,False,ac1,0.10526315789473684,0.15789473684210525,0.0,0.15789473684210525,0.01
193,2.0,0.1,False,False,ac1_thresh,0.10526315789473684,0.15789473684210525,0.0,0.15789473684210525,0.010010537407797681
194,2.0,0.1,False,False,iqr,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.01
195,2.0,0.1,False,False,iqr_thresh,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.010010537407797681
196,2.0,0.1,False,False,std_dev,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.01
197,2.0,0.1,False,False,std_dev_thresh,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.010010537407797681
198,2.0,0.1,False,True,ac1,0.1036842105263158,0.09578947368421052,0.1,0.0,1.0
